title,make,model,year,condition,transmission,price
Toyota Camry 2013 Gray,Toyota,Camry,2013,Foreign used,Automatic,14500000.0
Lexus ES 350 2012 Black,Lexus,ES 350,2012,Foreign used,Automatic,13999999.0
Lexus RX 330 2005 Black,Lexus,RX 330,2005,Foreign used,Automatic,12300000.0
Ford Focus 2012 Silver,Ford,Focus,2012,Foreign used,Manual,6000000.0
Honda Accord 2014 White,Honda,Accord,2014,Foreign used,Automatic,14500000.0
Honda CR-V 2008 Silver,Honda,CR-V,2008,Local used,Automatic,6300000.0
Toyota Camry 2013 Red,Toyota,Camry,2013,Foreign used,Automatic,17500000.0
Mercedes-Benz GL-Class 2013 Gray,Mercedes-Benz,GL-Class,2013,Foreign used,Automatic,27000000.0
Toyota Avalon 2007 Gray,Toyota,Avalon,2007,Local used,Automatic,4429687.0
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,Mercedes-Benz,GLE-Class GLE,2017,Foreign used,Automatic,46500000.0
Lexus IS 250 2008 White,Lexus,IS 250,2008,Local used,Automatic,8250000.0
Hyundai Elantra 2014 Blue,Hyundai,Elantra,2014,Local used,Automatic,9500000.0
Kia Rio 2015 Yellow,Kia,Rio,2015,Foreign used,Automatic,12500000.0
Kia Rio 2012 Gray,Kia,Rio,2012,Local used,Automatic,6500000.0
Hyundai Elantra 2012 Maroon,Hyundai,Elantra,2012,Foreign used,Automatic,10500000.0
Honda Accord 2008 Gray,Honda,Accord,2008,Local used,Automatic,6300000.0
Mercedes-Benz C300 2013 Gray,Mercedes-Benz,C300,2013,Local used,Automatic,10500000.0
Toyota Sienna 2005 Gray,Toyota,Sienna,2005,Local used,Automatic,7200000.0
Lexus IS 2008 Gray,Lexus,IS,2008,Local used,Automatic,10000000.0
Toyota Corolla 2011 Red,Toyota,Corolla,2011,Local used,Automatic,9000000.0
Toyota Sienna XLE Premium 8 Passenger (3.5L 6cyl 8A) 2017 Silver,Toyota,Sienna XLE,2017,Foreign used,Automatic,30000000.0
Honda Accord 2014 Black,Honda,Accord,2014,Local used,Automatic,11500000.0
Honda CR-V 2008 Black,Honda,CR-V,2008,Local used,Automatic,6800000.0
Toyota Camry SE 4dr Sedan (2.4L 4cyl 5A) 2009 Gray,Toyota,Camry SE,2009,Foreign used,Automatic,10500000.0
Mercedes-Benz C350 2008 Black,Mercedes-Benz,C350,2008,Local used,Automatic,8500000.0
Toyota Camry 2013 Red,Toyota,Camry,2013,Local used,Automatic,13000000.0
Toyota Highlander 2005 Silver,Toyota,Highlander,2005,Local used,Automatic,6000000.0
Lexus RX 300 2002 Silver,Lexus,RX 300,2002,Local used,Automatic,4500000.0
Mercedes-Benz GLC-Class 2016 Blue,Mercedes-Benz,GLC-Class,2016,Foreign used,Automatic,33300000.0
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2010 Blue,Mercedes-Benz,E350 Base,2010,Local used,Automatic,11000000.0
Honda Accord Sport 4dr Sedan (2.4L 4cyl CVT) 2014 Gray,Honda,Accord Sport,2014,Foreign used,Automatic,14500000.0
Mercedes-Benz C230 2007 Black,Mercedes-Benz,C230,2007,Local used,Automatic,4500000.0
Toyota Camry 2015 Gray,Toyota,Camry,2015,Local used,Automatic,11500000.0
Honda Civic 2013 Gray,Honda,Civic,2013,Foreign used,Automatic,11300000.0
Toyota Venza LE 4dr Wagon AWD (2.7L 4cyl 6A) 2015 Red,Toyota,Venza LE,2015,Foreign used,Automatic,20000000.0
Toyota Camry 2012 Black,Toyota,Camry,2012,Foreign used,Automatic,16000000.0
Toyota Camry 2008 Black,Toyota,Camry,2008,Local used,Automatic,8000000.0
Mercedes-Benz GLE-Class 2016 White,Mercedes-Benz,GLE-Class,2016,Foreign used,Automatic,46000000.0
Lexus IS 2008 Black,Lexus,IS,2008,Local used,Automatic,7500000.0
Toyota Avalon 2007 Gold,Toyota,Avalon,2007,Local used,Automatic,4550000.0
Toyota Venza 2011 Black,Toyota,Venza,2011,Local used,Automatic,11000000.0
Toyota Tacoma 2006 White,Toyota,Tacoma,2006,Local used,Automatic,6550000.0
Toyota Corolla 2002 Blue,Toyota,Corolla,2002,Local used,Automatic,1850000.0
Mercedes-Benz C180 2001 White,Mercedes-Benz,C180,2001,Local used,Automatic,4500000.0
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5M) 2004 Gold,Toyota,Camry LE,2004,Local used,Automatic,3500000.0
Toyota Land Cruiser Prado 2012 Black,Toyota,Land Cruiser,2012,Foreign used,Automatic,33500000.0
Dodge Charger 2019 Black,Dodge,Charger,2019,Foreign used,Automatic,38000000.0
Toyota Tundra 2009 Blue,Toyota,Tundra,2009,Local used,Automatic,17100000.0
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2008 Black,Toyota,Camry LE,2008,Local used,Automatic,2900000.0
Toyota Camry 2020 Blue,Toyota,Camry,2020,Local used,Automatic,30000000.0
Toyota Camry 2.4 LE 2008 Gray,Toyota,Camry 2,2008,Local used,Automatic,4700000.0
Honda Civic 1.4 2009 Gray,Honda,Civic 1,2009,Local used,Automatic,3980000.0
Toyota Corolla 2001 Silver,Toyota,Corolla,2001,Local used,Automatic,2400000.0
Lexus RX 350 FWD 2012 Silver,Lexus,RX 350,2012,Foreign used,Automatic,20500000.0
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2008 Green,Toyota,Camry LE,2008,Local used,Automatic,6280000.0
Lexus ES 350 2009 White,Lexus,ES 350,2009,Local used,Automatic,8950000.0
Toyota Camry 2000 Gray,Toyota,Camry,2000,Local used,Automatic,3600000.0
Audi RS 5 2012 Silver,Audi,RS 5,2012,Local used,Automatic,8800000.0
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2016 Red,Toyota,Corolla LE,2016,Foreign used,Automatic,14750000.0
Lexus IS 2011 White,Lexus,IS,2011,Local used,Automatic,8300000.0
Lexus RX 350 2010 Silver,Lexus,RX 350,2010,Local used,Automatic,14850000.0
Toyota Camry 2008 Silver,Toyota,Camry,2008,Foreign used,Automatic,9290000.0
Toyota Camry 2008 Gold,Toyota,Camry,2008,Local used,Automatic,9000000.0
Peugeot 407 3.0 V6 2010 Gray,Peugeot,407 3,2010,Local used,Automatic,4500000.0
Mercedes-Benz GLC-Class 2017 Black,Mercedes-Benz,GLC-Class,2017,Foreign used,Automatic,41000000.0
Toyota Yaris 2008 Blue,Toyota,Yaris,2008,Local used,Automatic,5600000.0
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.5L 6cyl 7A) 2013 Black,Mercedes-Benz,C300 Luxury,2013,Foreign used,Automatic,18500000.0
Mercedes-Benz C300 2008 Black,Mercedes-Benz,C300,2008,Local used,Automatic,8850000.0
Lexus GX 460 2011 Black,Lexus,GX 460,2011,Local used,Automatic,24200000.0
Toyota Corolla 2007 Gray,Toyota,Corolla,2007,Local used,Automatic,5400000.0
Toyota Camry 2008 Black,Toyota,Camry,2008,Local used,Automatic,5200000.0
Hyundai Sonata 2015 Red,Hyundai,Sonata,2015,Foreign used,Automatic,8700000.0
Peugeot 206 2006 Silver,Peugeot,206,2006,Foreign used,Manual,6700000.0
Ford Edge Titanium 4dr FWD 2017 Off white,Ford,Edge Titanium,2017,Foreign used,Automatic,24000000.0
Toyota Venza 2011 Black,Toyota,Venza,2011,Local used,Automatic,11400000.0
Mercedes-Benz GLK-Class 2013 Black,Mercedes-Benz,GLK-Class,2013,Foreign used,Automatic,22000000.0
Toyota Tacoma TRD Sport 2022 Silver,Toyota,Tacoma TRD,2022,Local used,Automatic,12000000.0
Pontiac Vibe 2010 Silver,Pontiac,Vibe,2010,Local used,Automatic,8500000.0
BMW 328i 2015 Black,BMW,328i,2015,Local used,Automatic,12300000.0
Peugeot 206 2005 Blue,Peugeot,206,2005,Local used,Manual,3600000.0
Mercedes-Benz C350 C 350 4MATIC AWD 2012 Gray,Mercedes-Benz,C350 C,2012,Local used,Automatic,15000000.0
Lexus ES 350 2009 White,Lexus,ES 350,2009,Local used,Automatic,8900000.0
Toyota RAV4 3.5 Limited 4x4 2012 White,Toyota,RAV4 3,2012,Foreign used,Automatic,14500000.0
Lexus ES 350 2008 Silver,Lexus,ES 350,2008,Foreign used,Automatic,12850000.0
Toyota RAV4 2014 Blue,Toyota,RAV4,2014,Foreign used,Automatic,27000000.0
Toyota Venza 2011 Brown,Toyota,Venza,2011,Local used,Automatic,13500000.0
BMW X6 2014 Black,BMW,X6,2014,Local used,Automatic,13800000.0
Kia Morning 2012 Silver,Kia,Morning,2012,Foreign used,Automatic,11000000.0
Honda Accord 2013 Black,Honda,Accord,2013,Local used,Automatic,11100000.0
Lexus RX 350 2013 Silver,Lexus,RX 350,2013,Foreign used,Automatic,22500000.0
Mercedes-Benz C300 2017 White,Mercedes-Benz,C300,2017,Local used,Automatic,21500000.0
BMW X3 2008 Blue,BMW,X3,2008,Local used,Automatic,7500000.0
BMW 3 Series 2008 Black,BMW,3 Series,2008,Local used,Automatic,6800000.0
Honda Civic 2007 Silver,Honda,Civic,2007,Local used,Automatic,6000000.0
Honda Accord 2007 Gold,Honda,Accord,2007,Local used,Automatic,5500000.0
Toyota Camry SE 4dr Sedan (2.4L 4cyl 5A) 2007 Red,Toyota,Camry SE,2007,Foreign used,Automatic,10500000.0
Toyota Camry 2015 Gray,Toyota,Camry,2015,Foreign used,Automatic,16500000.0
Toyota Avalon 2008 White,Toyota,Avalon,2008,Foreign used,Automatic,10600000.0
Toyota RAV4 2016 Red,Toyota,RAV4,2016,Foreign used,Automatic,29500000.0
Lexus ES 350 2011 Green,Lexus,ES 350,2011,Foreign used,Automatic,14650000.0
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2012 Black,Toyota,Corolla LE,2012,Local used,Automatic,8950000.0
Hyundai Sonata SE Sedan FWD (2.4L 4cyl 6A) 2013 Gray,Hyundai,Sonata SE,2013,Foreign used,Automatic,9700000.0
Lexus ES 350 2011 Blue,Lexus,ES 350,2011,Foreign used,Automatic,14000000.0
Mercedes-Benz E350 2012 Gray,Mercedes-Benz,E350,2012,Local used,Automatic,12500000.0
Ford Edge 2023 Black,Ford,Edge,2023,Foreign used,Automatic,45000000.0
BMW X1 2014 White,BMW,X1,2014,Foreign used,Automatic,16000000.0
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2013 Gray,Toyota,Corolla LE,2013,Local used,Automatic,9800000.0
Toyota RAV4 3.5 Sport 2008 Silver,Toyota,RAV4 3,2008,Foreign used,Automatic,10000000.0
Toyota Corolla XRS 4dr Sedan (2.4L 4cyl 5A) 2009 Black,Toyota,Corolla XRS,2009,Foreign used,Automatic,9500000.0
BMW 325i 2010 Blue,BMW,325i,2010,Local used,Automatic,6800000.0
Mercedes-Benz GLA 250 2017 White,Mercedes-Benz,GLA 250,2017,Local used,Automatic,21000000.0
Honda Accord 2017 Red,Honda,Accord,2017,Foreign used,Automatic,18000000.0
Lexus RX 2008 Beige,Lexus,RX,2008,Local used,Automatic,5500000.0
Toyota Corolla 2013 Blue,Toyota,Corolla,2013,Local used,Automatic,10500000.0
Toyota Corolla XSE 2022 Silver,Toyota,Corolla XSE,2022,Foreign used,Automatic,28000000.0
Mercedes-Benz E350 2008 Black,Mercedes-Benz,E350,2008,Local used,Automatic,7000000.0
Toyota Corolla 2014 Blue,Toyota,Corolla,2014,Foreign used,Automatic,16500000.0
Mercedes-Benz GLK-Class 2014 Gray,Mercedes-Benz,GLK-Class,2014,Foreign used,Automatic,20000000.0
Lexus IS 300 AWD 2017 White,Lexus,IS 300,2017,Foreign used,Automatic,28000000.0
Lexus ES 350 2008 White,Lexus,ES 350,2008,Local used,Automatic,8000000.0
Honda Accord Crosstour EX-L AWD 2010 Silver,Honda,Accord Crosstour,2010,Local used,Automatic,7399999.0
Daihatsu Terios 1.5 2008 Gray,Daihatsu,Terios 1,2008,Foreign used,Automatic,5500000.0
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 Black,Toyota,Highlander XLE,2016,Foreign used,Automatic,28500000.0
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Black,Toyota,Camry SE,2013,Local used,Automatic,9700000.0
Hyundai Santa Fe 2014 Black,Hyundai,Santa Fe,2014,Local used,Automatic,15500000.0
Toyota Highlander Limited 2010 Gray,Toyota,Highlander Limited,2010,Foreign used,Automatic,17500000.0
Hyundai Sonata 2015 Gray,Hyundai,Sonata,2015,Foreign used,Automatic,15500000.0
Lexus ES 350 2008 White,Lexus,ES 350,2008,Local used,Automatic,8400000.0
Honda Accord 2013 Black,Honda,Accord,2013,Foreign used,Automatic,13300000.0
Peugeot 206 2005 Silver,Peugeot,206,2005,Local used,Manual,2800000.0
Hyundai Sonata 2013 Silver,Hyundai,Sonata,2013,Foreign used,Automatic,12900000.0
Lexus RX 350 2017 Silver,Lexus,RX 350,2017,Foreign used,Automatic,46500000.0
Mercedes-Benz E550 2013 Black,Mercedes-Benz,E550,2013,Local used,Automatic,9000000.0
Honda Accord 2013 Gray,Honda,Accord,2013,Local used,Automatic,11000000.0
Honda Civic 2010 Silver,Honda,Civic,2010,Foreign used,Automatic,8800000.0
Mini Cooper 2008 Silver,Mini,Cooper,2008,Local used,Automatic,6300000.0
Mercedes-Benz M Class 2014 Gray,Mercedes-Benz,M Class,2014,Foreign used,Automatic,30000000.0
Lexus RX 2010 Silver,Lexus,RX,2010,Local used,Automatic,17000000.0
Peugeot 307 2007 Blue,Peugeot,307,2007,Local used,Manual,4000000.0
Honda Accord 2018 Gray,Honda,Accord,2018,Foreign used,Automatic,28500000.0
Mini Cooper 2014 Orange,Mini,Cooper,2014,Foreign used,Automatic,14000000.0
Toyota Venza 2011 White,Toyota,Venza,2011,Foreign used,Automatic,18800000.0
Toyota Camry 2013 Silver,Toyota,Camry,2013,Local used,Automatic,11950000.0
Honda Civic 2012 White,Honda,Civic,2012,Foreign used,Automatic,10500000.0
Honda Accord 2008 Silver,Honda,Accord,2008,Local used,Automatic,5800000.0
Mercedes-Benz E350 2010 Silver,Mercedes-Benz,E350,2010,Local used,Automatic,11000000.0
Honda Accord 2013 Red,Honda,Accord,2013,Local used,Automatic,12500000.0
Toyota Camry 2010 White,Toyota,Camry,2010,Local used,Automatic,9500000.0
BMW 3 Series 2004 Black,BMW,3 Series,2004,Foreign used,Automatic,6500000.0
Honda Accord 2004 Gold,Honda,Accord,2004,Local used,Automatic,3700000.0
Chevrolet Spark 2012 Black,Chevrolet,Spark,2012,Foreign used,Automatic,8700000.0
Lexus IS 2008 White,Lexus,IS,2008,Local used,Automatic,9000000.0
Lexus RX 350 2013 Red,Lexus,RX 350,2013,Local used,Automatic,18100000.0
Mercedes-Benz GLK-Class 350 4MATIC 2010 White,Mercedes-Benz,GLK-Class 350,2010,Foreign used,Automatic,14950000.0
Lexus ES 350 FWD 2013 Blue,Lexus,ES 350,2013,Local used,Automatic,15800000.0
Lexus ES 350 FWD 2014 White,Lexus,ES 350,2014,Foreign used,Automatic,17500000.0
Honda Accord Crosstour EX-L w/Navigation AWD 2014 Black,Honda,Accord Crosstour,2014,Foreign used,Automatic,15500000.0
Hyundai Elantra 2013 Silver,Hyundai,Elantra,2013,Foreign used,Automatic,10000000.0
Honda Accord 2010 Silver,Honda,Accord,2010,Foreign used,Automatic,10500000.0
Mercedes-Benz C300 2013 White,Mercedes-Benz,C300,2013,Foreign used,Automatic,16500000.0
BMW 3 Series 2007 Blue,BMW,3 Series,2007,Local used,Automatic,6800000.0
BMW 325i 2007 Silver,BMW,325i,2007,Local used,Automatic,6500000.0
Honda Civic 2012 Gray,Honda,Civic,2012,Foreign used,Automatic,10200000.0
Honda Accord 2007 White,Honda,Accord,2007,Local used,Automatic,4700000.0
Honda Pilot 2011 Gray,Honda,Pilot,2011,Foreign used,Automatic,10500000.0
Toyota Corolla 2016 Blue,Toyota,Corolla,2016,Foreign used,Automatic,16000000.0
Lexus IS 350 2011 Black,Lexus,IS 350,2011,Foreign used,Automatic,14500000.0
Mercedes-Benz M Class 2012 White,Mercedes-Benz,M Class,2012,Foreign used,Automatic,27000000.0
Toyota Camry XSE (2.5L 4cyl 8A) 2019 White,Toyota,Camry XSE,2019,Foreign used,Automatic,37000000.0
Toyota Camry SE 2021 Black,Toyota,Camry SE,2021,Foreign used,Automatic,27000000.0
Lexus ES 2015 Brown,Lexus,ES,2015,Foreign used,Automatic,24000000.0
Mercedes-Benz GLE-Class GLE 350 2018 White,Mercedes-Benz,GLE-Class GLE,2018,Foreign used,Automatic,42000000.0
Lexus IS 250 AWD Automatic 2010 Black,Lexus,IS 250,2010,Foreign used,Automatic,12500000.0
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2007 Gray,Toyota,Camry LE,2007,Foreign used,Automatic,8500000.0
Mercedes-Benz C300 2013 Brown,Mercedes-Benz,C300,2013,Local used,Automatic,12500000.0
GMC Terrain 2015 Silver,GMC,Terrain,2015,Foreign used,Automatic,13000000.0
Toyota Corolla 2006 Silver,Toyota,Corolla,2006,Local used,Automatic,7500000.0
Chevrolet Camaro 2015 Red,Chevrolet,Camaro,2015,Foreign used,Automatic,29000000.0
Ford Escape 2014 Blue,Ford,Escape,2014,Foreign used,Automatic,13500000.0
Hyundai Elantra 2013 White,Hyundai,Elantra,2013,Local used,Automatic,8500000.0
Peugeot 307 2007 Blue,Peugeot,307,2007,Foreign used,Automatic,7300000.0
Audi S5 2013 Red,Audi,S5,2013,Foreign used,Automatic,26000000.0
Toyota Venza 2013 Black,Toyota,Venza,2013,Local used,Automatic,16500000.0
Honda Accord 2005 Gold,Honda,Accord,2005,Local used,Automatic,3700000.0
Mercedes-Benz GLE-Class GLE 350 2017 Gray,Mercedes-Benz,GLE-Class GLE,2017,Local used,Automatic,29280000.0
Honda Accord 2010 Gray,Honda,Accord,2010,Local used,Automatic,6000000.0
Hyundai Sonata 2011 Silver,Hyundai,Sonata,2011,Foreign used,Automatic,14400000.0
Honda Civic 2001 Brown,Honda,Civic,2001,Local used,Automatic,2700000.0
Toyota Corolla 2015 Black,Toyota,Corolla,2015,Foreign used,Automatic,16000000.0
Land Rover Range Rover 2015 Gray,Land Rover,Rover Range,2015,Local used,Automatic,39000000.0
Toyota Camry 2012 Gray,Toyota,Camry,2012,Local used,Automatic,11500000.0
Mercedes-Benz GLE-Class GLE 350 2016 Black,Mercedes-Benz,GLE-Class GLE,2016,Foreign used,Automatic,34500000.0
Peugeot 307 2005 Silver,Peugeot,307,2005,Foreign used,Manual,5500000.0
Mercedes-Benz C300 2013 White,Mercedes-Benz,C300,2013,Local used,Automatic,12500000.0
Toyota Highlander 2008 Black,Toyota,Highlander,2008,Local used,Automatic,11500000.0
Honda Accord 2009 Gray,Honda,Accord,2009,Local used,Automatic,6600000.0
Lexus ES 2012 Gold,Lexus,ES,2012,Foreign used,Automatic,15500000.0
Lexus GS 350 AWD 2008 Red,Lexus,GS 350,2008,Local used,Automatic,4700000.0
Toyota Venza 2012 Black,Toyota,Venza,2012,Foreign used,Automatic,19800000.0
Toyota Camry 2.4 LE 2008 Gray,Toyota,Camry 2,2008,Local used,Automatic,5999905.0
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Silver,Toyota,Camry LE,2009,Foreign used,Automatic,9500000.0
Lexus RX 350 2017 Black,Lexus,RX 350,2017,Foreign used,Automatic,42500000.0
BMW 328i 2013 White,BMW,328i,2013,Foreign used,Automatic,23000000.0
BMW X1 2013 Beige,BMW,X1,2013,Foreign used,Automatic,16000000.0
Peugeot 406 2003 Blue,Peugeot,406,2003,Foreign used,Manual,9500000.0
Toyota Corolla 2015 Gray,Toyota,Corolla,2015,Foreign used,Automatic,14000000.0
Lexus GS 350 2015 Black,Lexus,GS 350,2015,Local used,Automatic,9000000.0
Toyota Sienna 2006 Gold,Toyota,Sienna,2006,Local used,Automatic,8500000.0
Toyota Avalon 2015 Silver,Toyota,Avalon,2015,Foreign used,Automatic,22300000.0
Honda Pilot EX-L 4dr SUV (3.5L 6cyl 5A) 2012 Black,Honda,Pilot EX-L,2012,Local used,Automatic,7500000.0
Hyundai Sonata SE 2.0T Sedan FWD (2.0L 4cyl 6A) 2013 Blue,Hyundai,Sonata SE,2013,Local used,Automatic,7700000.0
Toyota Venza 2011 White,Toyota,Venza,2011,Foreign used,Automatic,18199999.0
Hyundai Sonata 2015 Blue,Hyundai,Sonata,2015,Foreign used,Automatic,13500000.0
Lexus RX 350 2010 White,Lexus,RX 350,2010,Foreign used,Automatic,21000000.0
Toyota Tacoma 2017 Yellow,Toyota,Tacoma,2017,Foreign used,Automatic,39500000.0
Toyota Venza 2012 Black,Toyota,Venza,2012,Local used,Automatic,11200000.0
Mercedes-Benz CLS 2012 Gray,Mercedes-Benz,CLS,2012,Foreign used,Automatic,25000000.0
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 White,Toyota,Camry SE,2013,Foreign used,Automatic,14500000.0
Porsche Boxster 2007 Gray,Porsche,Boxster,2007,Local used,Automatic,29000000.0
Mercedes-Benz C300 2009 Silver,Mercedes-Benz,C300,2009,Local used,Automatic,8500000.0
BMW 528i 2012 Black,BMW,528i,2012,Local used,Automatic,12500000.0
Peugeot 307 2007 Blue,Peugeot,307,2007,Local used,Automatic,5500000.0
Mercedes-Benz C450 2016 Black,Mercedes-Benz,C450,2016,Local used,Automatic,36000000.0
Kia Optima EX Sedan FWD (2.4L 4cyl 5A) 2010 Silver,Kia,Optima EX,2010,Local used,Automatic,4000000.0
Mercedes-Benz GLE-Class GLE 350 2018 Gray,Mercedes-Benz,GLE-Class GLE,2018,Foreign used,Automatic,36500000.0
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6AM) 2010 Red,Toyota,Camry SE,2010,Foreign used,Automatic,10850000.0
Honda Civic 2016 Black,Honda,Civic,2016,Foreign used,Automatic,18500000.0
Hyundai Veloster 2013 Gray,Hyundai,Veloster,2013,Local used,Manual,6500000.0
Toyota Camry 2007 Black,Toyota,Camry,2007,Local used,Automatic,7500000.0
Lexus IS 2007 Black,Lexus,IS,2007,Foreign used,Automatic,11800000.0
Mercedes-Benz E63 2014 Silver,Mercedes-Benz,E63,2014,Local used,Automatic,11500000.0
Mercedes-Benz GLK-Class 2012 Gray,Mercedes-Benz,GLK-Class,2012,Local used,Automatic,13000000.0
Honda Accord 2010 Gray,Honda,Accord,2010,Local used,Automatic,7500000.0
Hyundai Elantra 2013 Red,Hyundai,Elantra,2013,Foreign used,Automatic,13500000.0
BMW X3 2005 Gray,BMW,X3,2005,Local used,Automatic,5500000.0
Toyota Camry 2009 Black,Toyota,Camry,2009,Local used,Automatic,7500000.0
Honda Accord EX 4dr Sedan (2.4L 4cyl 6M) 2014 Gray,Honda,Accord EX,2014,Local used,Automatic,6500000.0
Lexus IS 250 4WD 2014 White,Lexus,IS 250,2014,Foreign used,Automatic,23500000.0
Mercedes-Benz GLC-Class 2016 Black,Mercedes-Benz,GLC-Class,2016,Foreign used,Automatic,36500000.0
Toyota Corolla 2013 Maroon,Toyota,Corolla,2013,Foreign used,Automatic,13500000.0
Mercedes-Benz GLK-Class 350 2010 Black,Mercedes-Benz,GLK-Class 350,2010,Foreign used,Automatic,15500000.0
Toyota Corolla 2011,Toyota,Corolla,2011,Local used,Automatic,7300000.0
Toyota Sienna XLE Premium 7 Passenger (3.5L 6cyl 8A) 2017 Silver,Toyota,Sienna XLE,2017,Foreign used,Automatic,25000000.0
Toyota Sienna SE Premium 8 Passenger (3.5L 6cyl 8A) 2017 Silver,Toyota,Sienna SE,2017,Foreign used,Automatic,29900000.0
BMW 535i 2013 Black,BMW,535i,2013,Foreign used,Automatic,18500000.0
BMW 3 Series 2006 Black,BMW,3 Series,2006,Local used,Automatic,6350000.0
Honda Accord 2007 Silver,Honda,Accord,2007,Foreign used,Automatic,4500000.0
Honda Accord 2014 Green,Honda,Accord,2014,Local used,Automatic,14500000.0
Toyota Camry 2012 Gray,Toyota,Camry,2012,Foreign used,Automatic,16500000.0
Toyota Corolla 2010 Silver,Toyota,Corolla,2010,Foreign used,Automatic,12000000.0
Mercedes-Benz GLS-Class 2017 Pearl,Mercedes-Benz,GLS-Class,2017,Local used,Automatic,35000000.0
Toyota Venza XLE FWD V6 2013 Black,Toyota,Venza XLE,2013,Foreign used,Automatic,21500000.0
Toyota Yaris 2014 Red,Toyota,Yaris,2014,Foreign used,Automatic,15000000.0
Lexus GX 460 Premium 2011 Black,Lexus,GX 460,2011,Local used,Automatic,29000000.0
Toyota Venza V6 AWD 2010 White,Toyota,Venza V6,2010,Foreign used,Automatic,18000000.0
Peugeot 307 2005 Gray,Peugeot,307,2005,Local used,Automatic,5200000.0
Honda Civic 2000 Blue,Honda,Civic,2000,Local used,Automatic,2900000.0
Lexus GX 470 2008 Gold,Lexus,GX 470,2008,Local used,Automatic,12000000.0
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6AM) 2010 Gold,Toyota,Camry XLE,2010,Local used,Automatic,6800000.0
Kia Rio 2008 Gold,Kia,Rio,2008,Local used,Automatic,4800000.0
Honda Fit 2011 Gray,Honda,Fit,2011,Foreign used,Automatic,10500000.0
Toyota Corolla 2014 White,Toyota,Corolla,2014,Local used,Automatic,13500000.0
New Toyota Corolla 2024 Silver,New,Toyota Corolla,2024,New,Automatic,45000000.0
Lexus RX 350 2017 Gold,Lexus,RX 350,2017,Foreign used,Automatic,45000000.0
Hyundai Sonata 2015 Blue,Hyundai,Sonata,2015,Foreign used,Automatic,14500000.0
Lexus RX 350 2015 Blue,Lexus,RX 350,2015,Foreign used,Automatic,29000000.0
Mercedes-Benz C300 2020 Black,Mercedes-Benz,C300,2020,Foreign used,Automatic,48000000.0
Toyota Highlander V6 4x4 2005 Silver,Toyota,Highlander V6,2005,Foreign used,Automatic,11700000.0
Toyota Sienna XLE 8 Passenger 2012 Black,Toyota,Sienna XLE,2012,Foreign used,Automatic,17250000.0
Toyota Corolla 2011 Blue,Toyota,Corolla,2011,Foreign used,Automatic,10000000.0
Peugeot 406 2004 Silver,Peugeot,406,2004,Foreign used,Manual,13000000.0
Honda CR-V 2013 Gray,Honda,CR-V,2013,Foreign used,Automatic,15000000.0
Toyota Corolla 2016 Black,Toyota,Corolla,2016,Local used,Automatic,11000000.0
Toyota Camry XSE 4dr Sedan (3.5L 6cyl 6A) 2015 Silver,Toyota,Camry XSE,2015,Foreign used,Automatic,18900000.0
Honda Accord 2018 Silver,Honda,Accord,2018,Foreign used,Automatic,26500000.0
Honda Accord 2009 Gold,Honda,Accord,2009,Local used,Automatic,5600000.0
BMW 330i 2005 Silver,BMW,330i,2005,Local used,Automatic,5000000.0
Toyota Camry 2010 White,Toyota,Camry,2010,Local used,Automatic,8400000.0
Lexus ES 350 FWD 2013 Black,Lexus,ES 350,2013,Foreign used,Automatic,23000000.0
Honda Pilot EX 4dr SUV (3.5L 6cyl 5A) 2011,Honda,Pilot EX,2011,Local used,Automatic,5500000.0
Lexus ES 350 FWD 2014 Black,Lexus,ES 350,2014,Foreign used,Automatic,21000000.0
Toyota Avalon XLE FWD Sedan (3.5L V6 8A) 2019 White,Toyota,Avalon XLE,2019,Foreign used,Automatic,44000000.0
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 White,Toyota,Highlander XLE,2016,Foreign used,Automatic,30000000.0
Toyota RAV4 XLE Premium AWD 2020 Gray,Toyota,RAV4 XLE,2020,Foreign used,Automatic,40000000.0
Lexus ES 350 FWD 2014 Red,Lexus,ES 350,2014,Foreign used,Automatic,21000000.0
Toyota Camry XLE 4dr Sedan (2.4L 4cyl 5A) 2009 Gray,Toyota,Camry XLE,2009,Local used,Automatic,8500000.0
