title,make,model,year,condition,transmission,price
Toyota Camry 2.4 LE 2008 Gray,Toyota,Camry 2,2008,local used,automatic,"₦ 5,999,905"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Silver,Toyota,Camry LE,2009,foreign used,automatic,"₦ 9,500,000"
Lexus RX 350 2017 Black,Lexus,RX 350,2017,foreign used,automatic,"₦ 42,500,000"
BMW 328i 2013 White,BMW,328i,2013,foreign used,automatic,"₦ 23,000,000"
BMW X1 2013 Beige,BMW,X1,2013,foreign used,automatic,"₦ 16,000,000"
Peugeot 406 2003 Blue,Peugeot,406,2003,foreign used,manual,"₦ 9,500,000"
Toyota Corolla 2015 Gray,Toyota,Corolla,2015,foreign used,automatic,"₦ 14,000,000"
Lexus GS 350 2015 Black,Lexus,GS 350,2015,local used,automatic,"₦ 9,000,000"
Toyota Sienna 2006 Gold,Toyota,Sienna,2006,local used,automatic,"₦ 8,500,000"
Toyota Avalon 2015 Silver,Toyota,Avalon,2015,foreign used,automatic,"₦ 22,300,000"
Honda Pilot EX-L 4dr SUV (3.5L 6cyl 5A) 2012 Black,Honda,Pilot EX-L,2012,local used,automatic,"₦ 7,500,000"
Hyundai Sonata SE 2.0T Sedan FWD (2.0L 4cyl 6A) 2013 Blue,Hyundai,Sonata SE,2013,local used,automatic,"₦ 7,700,000"
Toyota Venza 2011 White,Toyota,Venza,2011,foreign used,automatic,"₦ 18,199,999"
Hyundai Sonata 2015 Blue,Hyundai,Sonata,2015,foreign used,automatic,"₦ 13,500,000"
Lexus RX 350 2010 White,Lexus,RX 350,2010,foreign used,automatic,"₦ 21,000,000"
Toyota Tacoma 2017 Yellow,Toyota,Tacoma,2017,foreign used,automatic,"₦ 39,500,000"
Toyota Venza 2012 Black,Toyota,Venza,2012,local used,automatic,"₦ 11,200,000"
Mercedes-Benz CLS 2012 Gray,Mercedes-Benz,CLS,2012,foreign used,automatic,"₦ 25,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 White,Toyota,Camry SE,2013,foreign used,automatic,"₦ 14,500,000"
Porsche Boxster 2007 Gray,Porsche,Boxster,2007,local used,automatic,"₦ 29,000,000"
Mercedes-Benz C300 2009 Silver,Mercedes-Benz,C300,2009,local used,automatic,"₦ 8,500,000"
BMW 528i 2012 Black,BMW,528i,2012,local used,automatic,"₦ 12,500,000"
Peugeot 307 2007 Blue,Peugeot,307,2007,local used,automatic,"₦ 5,500,000"
Mercedes-Benz C450 2016 Black,Mercedes-Benz,C450,2016,local used,automatic,"₦ 36,000,000"
Kia Optima EX Sedan FWD (2.4L 4cyl 5A) 2010 Silver,Kia,Optima EX,2010,local used,automatic,"₦ 4,000,000"
Mercedes-Benz GLE-Class GLE 350 2018 Gray,Mercedes-Benz,GLE-Class GLE,2018,foreign used,automatic,"₦ 36,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6AM) 2010 Red,Toyota,Camry SE,2010,foreign used,automatic,"₦ 10,850,000"
Honda Civic 2016 Black,Honda,Civic,2016,foreign used,automatic,"₦ 18,500,000"
Hyundai Veloster 2013 Gray,Hyundai,Veloster,2013,local used,manual,"₦ 6,500,000"
Toyota Camry 2007 Black,Toyota,Camry,2007,local used,automatic,"₦ 7,500,000"
Lexus IS 2007 Black,Lexus,IS,2007,foreign used,automatic,"₦ 11,800,000"
Mercedes-Benz E63 2014 Silver,Mercedes-Benz,E63,2014,local used,automatic,"₦ 11,500,000"
Mercedes-Benz GLK-Class 2012 Gray,Mercedes-Benz,GLK-Class,2012,local used,automatic,"₦ 13,000,000"
Honda Accord 2010 Gray,Honda,Accord,2010,local used,automatic,"₦ 7,500,000"
Hyundai Elantra 2013 Red,Hyundai,Elantra,2013,foreign used,automatic,"₦ 13,500,000"
BMW X3 2005 Gray,BMW,X3,2005,local used,automatic,"₦ 5,500,000"
Toyota Camry 2009 Black,Toyota,Camry,2009,local used,automatic,"₦ 7,500,000"
Honda Accord EX 4dr Sedan (2.4L 4cyl 6M) 2014 Gray,Honda,Accord EX,2014,local used,automatic,"₦ 6,500,000"
Lexus IS 250 4WD 2014 White,Lexus,IS 250,2014,foreign used,automatic,"₦ 23,500,000"
Mercedes-Benz GLC-Class 2016 Black,Mercedes-Benz,GLC-Class,2016,foreign used,automatic,"₦ 36,500,000"
Toyota Corolla 2013 Maroon,Toyota,Corolla,2013,foreign used,automatic,"₦ 13,500,000"
Mercedes-Benz GLK-Class 350 2010 Black,Mercedes-Benz,GLK-Class 350,2010,foreign used,automatic,"₦ 15,500,000"
Toyota Corolla 2011,Toyota,Corolla,2011,local used,automatic,"₦ 7,300,000"
Toyota Sienna XLE Premium 7 Passenger (3.5L 6cyl 8A) 2017 Silver,Toyota,Sienna XLE,2017,foreign used,automatic,"₦ 25,000,000"
Toyota Sienna SE Premium 8 Passenger (3.5L 6cyl 8A) 2017 Silver,Toyota,Sienna SE,2017,foreign used,automatic,"₦ 29,900,000"
BMW 535i 2013 Black,BMW,535i,2013,foreign used,automatic,"₦ 18,500,000"
BMW 3 Series 2006 Black,BMW,3 Series,2006,local used,automatic,"₦ 6,350,000"
Honda Accord 2007 Silver,Honda,Accord,2007,foreign used,automatic,"₦ 4,500,000"
Honda Accord 2014 Green,Honda,Accord,2014,local used,automatic,"₦ 14,500,000"
Toyota Camry 2012 Gray,Toyota,Camry,2012,foreign used,automatic,"₦ 16,500,000"
Toyota Corolla 2010 Silver,Toyota,Corolla,2010,foreign used,automatic,"₦ 12,000,000"
Mercedes-Benz GLS-Class 2017 Pearl,Mercedes-Benz,GLS-Class,2017,local used,automatic,"₦ 35,000,000"
Mercedes-Benz GLE-Class 2016 Black,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 75,000,000"
Toyota Venza XLE FWD V6 2013 Black,Toyota,Venza XLE,2013,foreign used,automatic,"₦ 21,500,000"
Toyota Yaris 2014 Red,Toyota,Yaris,2014,foreign used,automatic,"₦ 15,000,000"
Lexus GX 460 Premium 2011 Black,Lexus,GX 460,2011,local used,automatic,"₦ 29,000,000"
Toyota Venza V6 AWD 2010 White,Toyota,Venza V6,2010,foreign used,automatic,"₦ 18,000,000"
Peugeot 307 2005 Gray,Peugeot,307,2005,local used,automatic,"₦ 5,200,000"
Honda Civic 2000 Blue,Honda,Civic,2000,local used,automatic,"₦ 2,900,000"
Lexus GX 470 2008 Gold,Lexus,GX 470,2008,local used,automatic,"₦ 12,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6AM) 2010 Gold,Toyota,Camry XLE,2010,local used,automatic,"₦ 6,800,000"
Kia Rio 2008 Gold,Kia,Rio,2008,local used,automatic,"₦ 4,800,000"
Honda Fit 2011 Gray,Honda,Fit,2011,foreign used,automatic,"₦ 10,500,000"
Toyota Corolla 2014 White,Toyota,Corolla,2014,local used,automatic,"₦ 13,500,000"
New Toyota Corolla 2024 Silver,New,Toyota Corolla,2024,new,automatic,"₦ 45,000,000"
Lexus RX 350 2017 Gold,Lexus,RX 350,2017,foreign used,automatic,"₦ 45,000,000"
Hyundai Sonata 2015 Blue,Hyundai,Sonata,2015,foreign used,automatic,"₦ 14,500,000"
Lexus RX 350 2015 Blue,Lexus,RX 350,2015,foreign used,automatic,"₦ 29,000,000"
Mercedes-Benz C300 2020 Black,Mercedes-Benz,C300,2020,foreign used,automatic,"₦ 48,000,000"
Toyota Highlander V6 4x4 2005 Silver,Toyota,Highlander V6,2005,foreign used,automatic,"₦ 11,700,000"
Toyota Sienna XLE 8 Passenger 2012 Black,Toyota,Sienna XLE,2012,foreign used,automatic,"₦ 17,250,000"
Toyota Corolla 2011 Blue,Toyota,Corolla,2011,foreign used,automatic,"₦ 10,000,000"
Peugeot 406 2004 Silver,Peugeot,406,2004,foreign used,manual,"₦ 13,000,000"
Honda CR-V 2013 Gray,Honda,CR-V,2013,foreign used,automatic,"₦ 15,000,000"
Toyota Corolla 2016 Black,Toyota,Corolla,2016,local used,automatic,"₦ 11,000,000"
Toyota Camry XSE 4dr Sedan (3.5L 6cyl 6A) 2015 Silver,Toyota,Camry XSE,2015,foreign used,automatic,"₦ 18,900,000"
Honda Accord 2018 Silver,Honda,Accord,2018,foreign used,automatic,"₦ 26,500,000"
Honda Accord 2009 Gold,Honda,Accord,2009,local used,automatic,"₦ 5,600,000"
BMW 330i 2005 Silver,BMW,330i,2005,local used,automatic,"₦ 5,000,000"
Toyota Camry 2010 White,Toyota,Camry,2010,local used,automatic,"₦ 8,400,000"
Lexus ES 350 FWD 2013 Black,Lexus,ES 350,2013,foreign used,automatic,"₦ 23,000,000"
Honda Pilot EX 4dr SUV (3.5L 6cyl 5A) 2011,Honda,Pilot EX,2011,local used,automatic,"₦ 5,500,000"
Lexus ES 350 FWD 2014 Black,Lexus,ES 350,2014,foreign used,automatic,"₦ 21,000,000"
Lexus RX 350 F Sport AWD 2016 White,Lexus,RX 350,2016,foreign used,automatic,"₦ 62,000,000"
Toyota Avalon XLE FWD Sedan (3.5L V6 8A) 2019 White,Toyota,Avalon XLE,2019,foreign used,automatic,"₦ 44,000,000"
Toyota Highlander XLE V6 4x4 (3.5L 6cyl 6A) 2016 White,Toyota,Highlander XLE,2016,foreign used,automatic,"₦ 30,000,000"
Toyota RAV4 XLE Premium AWD 2020 Gray,Toyota,RAV4 XLE,2020,foreign used,automatic,"₦ 40,000,000"
Lexus ES 350 FWD 2014 Red,Lexus,ES 350,2014,foreign used,automatic,"₦ 21,000,000"
Toyota Camry XLE 4dr Sedan (2.4L 4cyl 5A) 2009 Gray,Toyota,Camry XLE,2009,local used,automatic,"₦ 8,500,000"
Mercedes-Benz E320 2008 Blue,Mercedes-Benz,E320,2008,local used,automatic,"₦ 4,500,000"
Mercedes-Benz C300 2009 Black,Mercedes-Benz,C300,2009,local used,automatic,"₦ 7,800,000"
BMW 330i 2009 Black,BMW,330i,2009,local used,automatic,"₦ 6,800,000"
Honda Accord 2014 Silver,Honda,Accord,2014,local used,automatic,"₦ 11,800,000"
Mercedes-Benz CLA-Class 2014 Black,Mercedes-Benz,CLA-Class,2014,local used,automatic,"₦ 8,000,000"
Toyota Camry 2004 Gray,Toyota,Camry,2004,local used,automatic,"₦ 3,500,000"
Lexus ES 2012 White,Lexus,ES,2012,foreign used,automatic,"₦ 14,500,000"
BMW 325i 2004 Black,BMW,325i,2004,local used,automatic,"₦ 4,000,000"
Chevrolet Cruze 2014 Black,Chevrolet,Cruze,2014,foreign used,automatic,"₦ 11,800,000"
BMW 3 Series 2006 Silver,BMW,3 Series,2006,local used,automatic,"₦ 5,800,000"
Honda Civic 2006 Blue,Honda,Civic,2006,local used,automatic,"₦ 6,850,000"
Honda Accord 2.0 i-VTEC 2009 Silver,Honda,Accord 2,2009,local used,automatic,"₦ 4,500,000"
Mercedes-Benz GLK-Class 2013 Red,Mercedes-Benz,GLK-Class,2013,foreign used,automatic,"₦ 24,000,000"
Mercedes-Benz C300 2013 Black,Mercedes-Benz,C300,2013,foreign used,automatic,"₦ 16,500,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.5L 6cyl 7A) 2013 Gray,Mercedes-Benz,C300 Luxury,2013,foreign used,automatic,"₦ 16,500,000"
Hyundai Accent GLS 4dr Sedan (1.6L 4cyl 6A) 2014 Red,Hyundai,Accent GLS,2014,foreign used,automatic,"₦ 11,000,000"
Dodge Charger 2015 Red,Dodge,Charger,2015,local used,automatic,"₦ 17,000,000"
Peugeot 207 2010 Blue,Peugeot,207,2010,foreign used,manual,"₦ 6,000,000"
Hyundai Elantra 2008 Gray,Hyundai,Elantra,2008,local used,automatic,"₦ 5,300,000"
Toyota Corolla 2013 Blue,Toyota,Corolla,2013,foreign used,automatic,"₦ 13,800,000"
Nissan Micra 2009 Blue,Nissan,Micra,2009,local used,manual,"₦ 6,500,000"
Hyundai Elantra GT 2013 Gray,Hyundai,Elantra GT,2013,foreign used,automatic,"₦ 11,400,000"
Lexus ES 2013 Silver,Lexus,ES,2013,foreign used,automatic,"₦ 26,000,000"
Mercedes-Benz CLA-Class 2016 Black,Mercedes-Benz,CLA-Class,2016,foreign used,automatic,"₦ 23,100,000"
Hyundai Elantra 2015 White,Hyundai,Elantra,2015,foreign used,automatic,"₦ 15,000,000"
Mercedes-Benz GLE-Class 2016 Black,Mercedes-Benz,GLE-Class,2016,local used,automatic,"₦ 56,000,000"
Toyota Camry 2005 Gray,Toyota,Camry,2005,local used,automatic,"₦ 4,300,000"
Honda Accord EX-L V-6 4dr Sedan FWD (3.5L 6cyl 6A) 2013 Black,Honda,Accord EX-L,2013,local used,automatic,"₦ 11,500,000"
Peugeot 307 2007 Silver,Peugeot,307,2007,local used,automatic,"₦ 5,200,000"
Mercedes-Benz M Class 2008 Silver,Mercedes-Benz,M Class,2008,local used,automatic,"₦ 8,500,000"
Hyundai Santa Fe 2013 Gray,Hyundai,Santa Fe,2013,local used,automatic,"₦ 13,500,000"
Toyota Highlander 2015 White,Toyota,Highlander,2015,foreign used,automatic,"₦ 35,000,000"
Lexus ES 2013 Gray,Lexus,ES,2013,foreign used,automatic,"₦ 26,000,000"
Toyota Camry 2012 White,Toyota,Camry,2012,foreign used,automatic,"₦ 15,100,000"
Lexus ES 350 FWD 2015 Black,Lexus,ES 350,2015,local used,automatic,"₦ 15,000,000"
Mercedes-Benz S-Class 2014 White,Mercedes-Benz,S-Class,2014,foreign used,automatic,"₦ 64,000,000"
Toyota RAV4 XLE 2021 White,Toyota,RAV4 XLE,2021,foreign used,automatic,"₦ 44,000,000"
BMW M4 Competition Coupe xDrive 2021 Gray,BMW,M4 Competition,2021,foreign used,automatic,"₦ 175,000,000"
Mercedes-Benz C63 2016 Black,Mercedes-Benz,C63,2016,foreign used,automatic,"₦ 68,500,000"
Toyota Corolla 2014 Silver,Toyota,Corolla,2014,local used,automatic,"₦ 12,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2013 White,Toyota,Camry XLE,2013,local used,automatic,"₦ 12,800,000"
Hyundai Sonata 2014 Gray,Hyundai,Sonata,2014,foreign used,automatic,"₦ 13,000,000"
Mercedes-Benz GLK-Class 2012 Black,Mercedes-Benz,GLK-Class,2012,local used,automatic,"₦ 10,850,000"
Lexus RX 350 AWD 2013 Black,Lexus,RX 350,2013,foreign used,automatic,"₦ 27,000,000"
Mercedes-Benz GLC-Class 2017 Black,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 69,500,000"
Honda Accord EX-L V-6 4dr Sedan FWD (3.5L 6cyl 6A) 2016 Silver,Honda,Accord EX-L,2016,foreign used,automatic,"₦ 20,000,000"
New Toyota Hilux 2025 Black,New,Toyota Hilux,2025,new,automatic,"₦ 95,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2016 White,Toyota,Camry SE,2016,foreign used,automatic,"₦ 15,000,000"
Mercedes-Benz C450 2016 White,Mercedes-Benz,C450,2016,foreign used,automatic,"₦ 46,000,000"
Mercedes-Benz GLK-Class 2011 Silver,Mercedes-Benz,GLK-Class,2011,foreign used,automatic,"₦ 11,880,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2018 Gray,Mercedes-Benz,GLE-Class AMG,2018,foreign used,automatic,"₦ 66,500,000"
Toyota Highlander Limited 2021 Black,Toyota,Highlander Limited,2021,local used,automatic,"₦ 45,000,000"
Mercedes-Benz C180 2001 Silver,Mercedes-Benz,C180,2001,local used,automatic,"₦ 4,200,000"
Toyota Camry 2012 Gray,Toyota,Camry,2012,foreign used,automatic,"₦ 16,500,000"
Honda Civic 2006 Black,Honda,Civic,2006,local used,automatic,"₦ 5,800,000"
Mercedes-Benz C350 2009 Black,Mercedes-Benz,C350,2009,local used,automatic,"₦ 7,800,000"
Peugeot 607 2009 Silver,Peugeot,607,2009,local used,automatic,"₦ 5,500,000"
Toyota Auris 2010 White,Toyota,Auris,2010,local used,automatic,"₦ 6,500,000"
Honda Accord 2009 Maroon,Honda,Accord,2009,local used,automatic,"₦ 5,500,000"
Lexus ES 350 2008 Gold,Lexus,ES 350,2008,foreign used,automatic,"₦ 16,000,000"
Toyota Highlander Limited 2012 Gray,Toyota,Highlander Limited,2012,foreign used,automatic,"₦ 21,000,000"
Lexus RX 350 2018 White,Lexus,RX 350,2018,local used,automatic,"₦ 42,000,000"
Mitsubishi Outlander 2.4 Intense 2006 Silver,Mitsubishi,Outlander 2,2006,local used,automatic,"₦ 6,500,000"
Peugeot 307 2005 Blue,Peugeot,307,2005,local used,automatic,"₦ 4,500,000"
Peugeot 307 2005 Silver,Peugeot,307,2005,foreign used,automatic,"₦ 7,550,000"
Lexus IS 2015 Black,Lexus,IS,2015,local used,automatic,"₦ 10,000,000"
Honda Accord 2013 Gray,Honda,Accord,2013,local used,automatic,"₦ 8,800,000"
Volkswagen Passat 2012 Black,Volkswagen,Passat,2012,local used,automatic,"₦ 8,700,000"
Lexus GX 470 2009 Silver,Lexus,GX 470,2009,foreign used,automatic,"₦ 23,000,000"
Mercedes-Benz GLE-Class 2016 Blue,Mercedes-Benz,GLE-Class,2016,local used,automatic,"₦ 42,000,000"
Mercedes-Benz CLA-Class 2014 Silver,Mercedes-Benz,CLA-Class,2014,foreign used,automatic,"₦ 19,600,000"
Toyota Camry 2015 Silver,Toyota,Camry,2015,foreign used,automatic,"₦ 13,000,000"
Toyota Highlander XLE 4dr SUV (3.5L 6cyl 6A) 2015 Red,Toyota,Highlander XLE,2015,foreign used,automatic,"₦ 32,000,000"
Mercedes-Benz E350 2014 White,Mercedes-Benz,E350,2014,foreign used,automatic,"₦ 23,000,000"
Kia Picanto 2012 Off white,Kia,Picanto,2012,foreign used,automatic,"₦ 9,500,000"
BMW 328i 2013 Blue,BMW,328i,2013,foreign used,automatic,"₦ 17,500,000"
Volkswagen Jetta 2016 White,Volkswagen,Jetta,2016,foreign used,automatic,"₦ 17,000,000"
Kia Rio 2015 Yellow,Kia,Rio,2015,foreign used,automatic,"₦ 12,500,000"
Hyundai Santa Fe 2018 Black,Hyundai,Santa Fe,2018,foreign used,automatic,"₦ 27,000,000"
Toyota Yaris 2014 Gray,Toyota,Yaris,2014,foreign used,automatic,"₦ 14,000,000"
Honda Accord 2014 Gray,Honda,Accord,2014,local used,automatic,"₦ 12,000,000"
Lexus RX 350 2010 White,Lexus,RX 350,2010,foreign used,automatic,"₦ 18,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6AM) 2010 Blue,Toyota,Camry LE,2010,foreign used,automatic,"₦ 10,300,000"
Honda Civic 2013 Black,Honda,Civic,2013,foreign used,automatic,"₦ 11,500,000"
Honda Accord 2.4 2009 Blue,Honda,Accord 2,2009,local used,automatic,"₦ 3,500,000"
Toyota Sienna Limited 7 Passenger 2012 Gray,Toyota,Sienna Limited,2012,foreign used,automatic,"₦ 10,200,000"
Honda Civic 2014 Maroon,Honda,Civic,2014,foreign used,automatic,"₦ 13,000,000"
Mercedes-Benz C200 2000 Blue,Mercedes-Benz,C200,2000,local used,automatic,"₦ 5,000,000"
Honda Accord 2016 Black,Honda,Accord,2016,local used,automatic,"₦ 16,000,000"
New Toyota Hilux 2025 Gray,New,Toyota Hilux,2025,new,automatic,"₦ 100,000,000"
Toyota Camry LE 4dr Sedan (2.2L 4cyl 4A) 2001 Gold,Toyota,Camry LE,2001,local used,automatic,"₦ 2,600,000"
Ford Explorer 2015 Burgundy,Ford,Explorer,2015,foreign used,automatic,"₦ 17,300,000"
Lexus IS 2014 Red,Lexus,IS,2014,local used,automatic,"₦ 9,500,000"
Acura TLX 2018 Black,Acura,TLX,2018,foreign used,automatic,"₦ 25,000,000"
Toyota Hilux 2014 White,Toyota,Hilux,2014,local used,automatic,"₦ 29,000,000"
Lexus ES 2005 Black,Lexus,ES,2005,local used,automatic,"₦ 6,400,000"
Honda Odyssey 2014 White,Honda,Odyssey,2014,foreign used,automatic,"₦ 15,000,000"
Toyota Camry 2012 Black,Toyota,Camry,2012,local used,automatic,"₦ 11,000,000"
Peugeot 206 2007 Black,Peugeot,206,2007,local used,manual,"₦ 1,850,000"
Hyundai Sonata 2015 Black,Hyundai,Sonata,2015,foreign used,automatic,"₦ 17,000,000"
Hyundai Santa Fe Limited 2021 Gray,Hyundai,Santa Fe,2021,foreign used,automatic,"₦ 70,000,000"
Toyota Highlander 2016 White,Toyota,Highlander,2016,foreign used,automatic,"₦ 33,000,000"
Toyota Sienna CE FWD (3.3L V6 5A) 2004 Gold,Toyota,Sienna CE,2004,local used,manual,"₦ 6,500,000"
Lexus IS 250 C Automatic 2010 Black,Lexus,IS 250,2010,foreign used,automatic,"₦ 16,500,000"
Toyota Sienna XLE 7 Passenger Auto Access Seat (3.5L 6cyl 6A) 2016 Blue,Toyota,Sienna XLE,2016,foreign used,automatic,"₦ 32,000,000"
Peugeot 307 2005 Silver,Peugeot,307,2005,foreign used,automatic,"₦ 7,700,000"
Mercedes-Benz GLB-Class GLB 250 4MATIC 2021 Black,Mercedes-Benz,GLB-Class GLB,2021,foreign used,automatic,"₦ 62,000,000"
Honda CR-V 2013 Green,Honda,CR-V,2013,local used,automatic,"₦ 11,800,000"
Pontiac Vibe 2009 Silver,Pontiac,Vibe,2009,local used,automatic,"₦ 8,500,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2011 Gray,Toyota,Camry LE,2011,foreign used,automatic,"₦ 10,500,000"
Toyota Avalon 2014 Gray,Toyota,Avalon,2014,foreign used,automatic,"₦ 22,000,000"
Mercedes-Benz E350 2014 Gray,Mercedes-Benz,E350,2014,foreign used,automatic,"₦ 21,500,000"
Lexus IS 250 2008 Gray,Lexus,IS 250,2008,local used,,"₦ 8,000,000"
Hyundai Tucson 2009 Black,Hyundai,Tucson,2009,local used,automatic,"₦ 4,600,000"
Toyota Highlander 2010 Silver,Toyota,Highlander,2010,local used,automatic,"₦ 8,800,000"
Toyota Camry SE FWD 2020 Blue,Toyota,Camry SE,2020,foreign used,automatic,"₦ 32,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Black,Toyota,Camry SE,2013,foreign used,automatic,"₦ 14,500,000"
Mercedes-Benz GLE-Class GLE 350 2016 White,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 36,300,000"
Honda CR-V EX 4dr SUV AWD (2.4L 4cyl 5A) 2013 White,Honda,CR-V EX,2013,foreign used,automatic,"₦ 16,000,000"
Toyota Highlander 2005 Black,Toyota,Highlander,2005,local used,automatic,"₦ 7,900,000"
Honda Accord 2013 Silver,Honda,Accord,2013,foreign used,automatic,"₦ 17,500,000"
Kia Optima 2012 Silver,Kia,Optima,2012,foreign used,automatic,"₦ 12,500,000"
Toyota Camry 2012 Gold,Toyota,Camry,2012,local used,automatic,"₦ 11,000,000"
Toyota Highlander 2012 Black,Toyota,Highlander,2012,local used,automatic,"₦ 13,500,000"
Mercedes-Benz C300 2012 Gray,Mercedes-Benz,C300,2012,local used,automatic,"₦ 11,500,000"
Lexus IS 2016 Gray,Lexus,IS,2016,foreign used,automatic,"₦ 34,000,000"
Mercedes-Benz M Class ML 350 4Matic 2013 White,Mercedes-Benz,M Class,2013,local used,automatic,"₦ 21,000,000"
Mercedes-Benz GLA 250 2016 Gray,Mercedes-Benz,GLA 250,2016,foreign used,automatic,"₦ 23,000,000"
Honda Accord Touring 4dr Sedan FWD (3.5L 6cyl 6A) 2016 Gray,Honda,Accord Touring,2016,foreign used,automatic,"₦ 21,000,000"
Toyota Highlander Limited 4dr SUV AWD (3.5L 6cyl 6A) 2015 Black,Toyota,Highlander Limited,2015,foreign used,automatic,"₦ 28,500,000"
Honda Fit 2007 Gray,Honda,Fit,2007,local used,automatic,"₦ 5,800,000"
Toyota Camry 2009 White,Toyota,Camry,2009,local used,automatic,"₦ 8,500,000"
Mercedes-Benz GLC-Class 2017 Black,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 47,000,000"
Toyota Highlander 2010 White,Toyota,Highlander,2010,local used,automatic,"₦ 11,500,000"
Acura MDX 2014 Black,Acura,MDX,2014,local used,automatic,"₦ 15,100,000"
Toyota Camry 2012 Black,Toyota,Camry,2012,foreign used,automatic,"₦ 14,000,000"
Lexus GX 460 2021 Silver,Lexus,GX 460,2021,foreign used,automatic,"₦ 97,500,000"
Lexus IS 2008 Black,Lexus,IS,2008,local used,automatic,"₦ 10,500,000"
Mercedes-Benz GLE-Class 2016 White,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 56,000,000"
Mazda 3 2011 Gray,Mazda,3,2011,local used,automatic,"₦ 5,500,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2021 Black,Mercedes-Benz,GLE-Class AMG,2021,foreign used,automatic,"₦ 122,000,000"
Honda Accord EX V6 Automatic 2009 Gray,Honda,Accord EX,2009,local used,automatic,"₦ 3,000,000"
Toyota Venza 2010 Brown,Toyota,Venza,2010,local used,automatic,"₦ 13,500,000"
BMW 328i 2016 Gray,BMW,328i,2016,foreign used,automatic,"₦ 19,500,000"
Mercedes-Benz E350 2014 White,Mercedes-Benz,E350,2014,foreign used,automatic,"₦ 24,000,000"
Peugeot 508 2016 Black,Peugeot,508,2016,local used,automatic,"₦ 9,750,000"
Lexus ES 2013 Black,Lexus,ES,2013,foreign used,automatic,"₦ 22,000,000"
Mercedes-Benz GLE-Class GLE 350 2016 Black,Mercedes-Benz,GLE-Class GLE,2016,local used,automatic,"₦ 35,000,000"
Mercedes-Benz GLA 250 2016 White,Mercedes-Benz,GLA 250,2016,local used,automatic,"₦ 20,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2011 Blue,Mercedes-Benz,GLK-Class 350,2011,foreign used,automatic,"₦ 18,000,000"
Honda Accord EX-L 4dr Sedan FWD (2.4L 4cyl 2A) 2013 White,Honda,Accord EX-L,2013,foreign used,automatic,"₦ 13,550,000"
Hyundai Elantra GT 2013 Silver,Hyundai,Elantra GT,2013,foreign used,automatic,"₦ 11,500,000"
Lexus IS 250 2008 Silver,Lexus,IS 250,2008,local used,automatic,"₦ 7,800,000"
Mercedes-Benz E350 2014 Gray,Mercedes-Benz,E350,2014,local used,automatic,"₦ 13,500,000"
Honda Civic 2006 Maroon,Honda,Civic,2006,local used,automatic,"₦ 6,000,000"
Hyundai Sonata 2011 White,Hyundai,Sonata,2011,foreign used,automatic,"₦ 12,500,000"
Toyota Corolla XLE 4dr Sedan (1.8L 4cyl 4A) 2009 Silver,Toyota,Corolla XLE,2009,foreign used,automatic,"₦ 10,500,000"
Lexus RX 350 FWD 2015 Black,Lexus,RX 350,2015,local used,automatic,"₦ 19,500,000"
Ford Explorer XLT AWD 2018 Black,Ford,Explorer XLT,2018,foreign used,automatic,"₦ 26,500,000"
Peugeot 206 2005 Green,Peugeot,206,2005,local used,manual,"₦ 3,800,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.5L 6cyl 7A) 2013 Black,Mercedes-Benz,C300 Luxury,2013,local used,automatic,"₦ 12,500,000"
Opel Corsa 2005 Silver,Opel,Corsa,2005,local used,automatic,"₦ 3,700,000"
Hyundai Tucson 2020 Silver,Hyundai,Tucson,2020,foreign used,automatic,"₦ 26,000,000"
Hyundai Elantra GT 2013 Black,Hyundai,Elantra GT,2013,foreign used,automatic,"₦ 10,500,000"
Mercedes-Benz C400 2016 White,Mercedes-Benz,C400,2016,foreign used,automatic,"₦ 38,000,000"
Hyundai Sonata 2016 Silver,Hyundai,Sonata,2016,foreign used,automatic,"₦ 19,000,000"
Toyota Sienna 2014 Gray,Toyota,Sienna,2014,foreign used,automatic,"₦ 21,800,000"
Toyota Camry 2018 Black,Toyota,Camry,2018,foreign used,automatic,"₦ 28,100,000"
